Row Labels,Sum of count,,tag id,sum of count
7543,17,,2687,29
7605,2,,4447,29
7606,6,,5738,29
7607,3,,8222,29
7609,2,,8965,29
7612,17,,9696,29
7613,1,,11906,29
7614,6,,12868,29
7615,4,,13240,29
7618,12,,14024,29
7619,10,,16198,29
7623,14,,16329,29
7631,2,,17726,29
7640,3,,20065,29
7654,72,,26197,29
7658,16,,29550,29
7660,2,,30343,29
7664,190,,33034,29
7668,1638,,1500,28
7669,1,,2627,28
7674,7,,3216,28
7677,801,,4991,28
7679,26,,5834,28
7680,16,,6909,28
7690,6,,7510,28
7699,1,,7763,28
7717,1,,9184,28
7721,6,,10611,28
7722,4,,10960,28
7725,296,,12336,28
7729,3,,17340,28
7732,3,,17797,28
7739,248,,19316,28
7743,23,,21376,28
7746,120,,21497,28
7752,1,,21614,28
7753,2,,23821,28
7758,1,,25423,28
7760,21,,25670,28
7763,28,,26657,28
7764,1,,27176,28
7767,3,,28276,28
7777,1,,29431,28
7778,1745,,29538,28
7784,102,,30339,28
7786,3,,30935,28
7787,18,,32654,28
7792,1,,611,27
7805,11,,820,27
7806,254,,1554,27
7809,5,,2048,27
7811,1,,2149,27
7816,3,,2889,27
7824,79,,4443,27
7825,2,,4568,27
7827,4,,5358,27
7829,3,,5557,27
7832,5,,6313,27
7835,1,,6371,27
7836,22,,9022,27
7841,1,,10067,27
7843,25,,10600,27
7844,1,,11776,27
7852,207,,14337,27
7856,4,,14900,27
7857,122,,16997,27
7858,26,,17299,27
7866,1,,18292,27
7879,2,,19430,27
7887,17,,20662,27
7897,16,,21526,27
7898,22,,21915,27
7901,1,,22206,27
7902,3,,23596,27
7911,3,,24733,27
7917,5,,25034,27
7921,26,,25419,27
7922,3,,28740,27
7924,285,,30127,27
7925,1,,30473,27
7929,1,,31917,27
8008,3,,32401,27
8014,5,,901,26
8015,9,,3137,26
8017,13,,4385,26
8020,4,,5356,26
8022,3,,7679,26
8029,1,,7858,26
8030,3,,7921,26
8041,1,,9629,26
8045,24,,11881,26
8046,37,,12710,26
8055,13172,,14836,26
8066,8,,18130,26
8067,726,,20912,26
8069,16,,22987,26
8070,6,,24038,26
8076,7779,,25704,26
8077,1,,25988,26
8081,1,,26162,26
8083,1,,26374,26
8084,15,,26884,26
8085,1,,29631,26
8098,1,,1669,25
8099,2,,4338,25
8101,13,,4361,25
8110,17,,4889,25
8114,4,,7494,25
8116,216,,7843,25
8125,2,,8428,25
8127,1,,9536,25
8130,308,,10081,25
8135,3,,11987,25
8137,4,,13098,25
8147,2,,14851,25
8150,2902,,14961,25
8153,11,,15252,25
8159,1,,16824,25
8162,18,,17697,25
8165,10,,18653,25
8170,9,,19079,25
8171,3,,19598,25
8172,1,,20067,25
8173,9,,20392,25
8175,10,,20785,25
8176,5,,21328,25
8180,1,,21337,25
8184,18,,21892,25
8185,17,,21948,25
8188,1,,25798,25
8189,4,,26023,25
8190,1,,26090,25
8193,21,,26847,25
8195,2,,27771,25
8204,40,,28215,25
8205,9,,28520,25
8209,823,,29118,25
8211,4,,29840,25
8214,8,,30128,25
8218,18,,32617,25
8219,1,,608,24
8222,29,,807,24
8225,2,,2323,24
8231,24,,3299,24
8235,1,,4695,24
8243,1,,4805,24
8283,1,,7158,24
8289,1,,8045,24
8315,6,,8231,24
8326,2,,8545,24
8344,130,,9178,24
8346,411,,10957,24
8349,7,,11798,24
8354,3,,13783,24
8372,9,,15461,24
8381,11,,18013,24
8408,356,,18872,24
8418,2,,19214,24
8420,23,,22301,24
8421,31,,22376,24
8425,6,,22841,24
8427,11,,24932,24
8428,25,,25490,24
8429,43,,25712,24
8431,1,,26098,24
8465,2,,26168,24
8471,5,,27018,24
8483,4,,27646,24
8491,11,,27709,24
8507,12,,29020,24
8517,755,,29223,24
8522,2,,31732,24
8527,44,,31861,24
8532,1,,34250,24
8533,55,,1355,23
8535,18,,1668,23
8536,5,,2176,23
8545,24,,6368,23
8548,2,,7743,23
8573,9,,8420,23
8581,1,,8780,23
8615,1,,10063,23
8635,4,,10595,23
8636,13,,11619,23
8650,4,,14530,23
8654,9,,14920,23
8655,1,,18856,23
8656,10,,18873,23
8683,19,,19065,23
8705,5,,19702,23
8706,11,,19959,23
8710,1,,22813,23
8711,1,,22974,23
8714,2,,23026,23
8716,1,,23923,23
8717,107602,,23993,23
8720,1,,26561,23
8728,106,,26901,23
8730,32,,26969,23
8732,11,,28031,23
8734,10,,29906,23
8740,49,,29921,23
8742,1,,30639,23
8748,6,,32664,23
8749,3,,33804,23
8755,15,,813,22
8767,1,,860,22
8771,1,,3797,22
8780,23,,5357,22
8782,3,,5385,22
8795,10,,6315,22
8808,1,,7141,22
8809,47,,7300,22
8812,1,,7836,22
8829,1,,7898,22
8839,2,,9318,22
8862,1,,9804,22
8865,50,,11226,22
8866,2,,13070,22
8893,2,,13555,22
8921,3,,13597,22
8922,2291,,13814,22
8925,50,,14539,22
8928,1,,16072,22
8930,14,,16979,22
8937,280,,17716,22
8938,139,,18652,22
8940,3,,18844,22
8950,65,,19150,22
8951,134,,20066,22
8952,539,,22155,22
8954,84,,23268,22
8957,55,,24204,22
8963,1,,24465,22
8965,29,,25093,22
8985,1,,27428,22
9021,4,,27614,22
9022,27,,27708,22
9037,8,,29025,22
9041,2,,29858,22
9042,6,,30768,22
9043,52,,33150,22
9057,16,,33376,22
9058,8,,240,21
9075,4,,774,21
9076,11,,1758,21
9078,3,,2556,21
9079,5,,3149,21
9080,3,,3879,21
9107,4,,4697,21
9122,8,,4865,21
9123,10,,5776,21
9124,653,,6178,21
9125,4,,7760,21
9126,1,,8193,21
9130,6,,9385,21
9132,8,,9802,21
9134,19,,10304,21
9136,11,,10445,21
9147,220,,11273,21
9148,8,,11321,21
9178,24,,13588,21
9184,28,,13707,21
9191,9,,16872,21
9194,10,,17406,21
9197,1,,17724,21
9198,7,,20797,21
9199,36,,20991,21
9221,5734,,21766,21
9223,1,,22190,21
9231,19,,22962,21
9235,1,,23504,21
9246,1,,24268,21
9258,6,,25033,21
9263,86,,25114,21
9264,109,,27469,21
9265,4,,29125,21
9266,6,,29234,21
9268,9,,30465,21
9277,1278,,31068,21
9278,17,,31359,21
9296,1,,31905,21
9302,1,,32451,21
9315,4,,32581,21
9318,22,,34155,21
9319,3,,473,20
9336,46,,1060,20
9347,2,,1786,20
9354,3,,2550,20
9360,5,,4065,20
9375,9,,4561,20
9380,4,,4661,20
9381,2,,5427,20
9385,21,,7334,20
9389,8,,10062,20
9394,1,,13599,20
9408,1,,13711,20
9420,388,,14008,20
9456,9,,14704,20
9476,1,,14867,20
9477,2405,,18520,20
9484,650,,18650,20
9492,7,,20845,20
9497,1,,22656,20
9504,2,,22758,20
9507,5,,23549,20
9517,2,,24990,20
9525,7,,25846,20
9527,110,,27447,20
9528,3,,28954,20
9530,3,,29171,20
9531,11,,29751,20
9534,4,,31726,20
9535,52,,31921,20
9536,25,,32160,20
9537,3,,32766,20
9538,9,,605,19
9545,19,,738,19
9546,3,,2701,19
9555,2,,3169,19
9556,17,,4200,19
9560,1,,4600,19
9597,70,,5832,19
9598,46,,7112,19
9602,97,,8683,19
9607,1,,9134,19
9611,30,,9231,19
9621,4,,9545,19
9622,4,,10700,19
9629,26,,11093,19
9637,5,,11314,19
9638,4868,,11356,19
9639,1,,11518,19
9640,1,,11644,19
9646,1,,11874,19
9649,2,,12918,19
9650,2,,13444,19
9653,1,,13583,19
9668,4,,16978,19
9670,4,,18573,19
9672,11,,18806,19
9673,11,,18919,19
9675,2,,20815,19
9679,9,,21001,19
9684,44,,21685,19
9696,29,,21827,19
9703,4,,23391,19
9704,1,,24205,19
9713,2,,24506,19
9718,2,,26717,19
9719,6,,26734,19
9729,2,,27011,19
9730,15,,27431,19
9738,189,,31693,19
9739,1,,33910,19
9741,10,,691,18
9746,17,,1502,18
9757,1,,2838,18
9758,1,,3001,18
9789,1,,3518,18
9802,21,,4069,18
9804,22,,4900,18
9805,3,,5231,18
9807,11,,5979,18
9821,2,,6571,18
9822,320,,7191,18
9848,85,,7787,18
9849,41,,8162,18
9850,6,,8184,18
9855,33,,8218,18
9864,7,,8535,18
9866,440,,11310,18
9867,2,,11599,18
9869,4,,11766,18
9871,2,,11868,18
9874,2,,11954,18
9878,3,,11957,18
9882,977,,12408,18
9886,1907,,13371,18
9899,3,,14014,18
9922,6,,15463,18
9925,8,,15798,18
9926,3,,17257,18
9936,1,,19589,18
9949,63,,19627,18
9959,16,,19634,18
9964,11,,20092,18
9976,262,,20245,18
9988,1,,21406,18
9989,3,,21578,18
10015,16,,22552,18
10016,3,,22707,18
10018,1,,22722,18
10019,1,,23816,18
10022,1,,24407,18
10023,1,,24865,18
10031,6,,25414,18
10041,2,,25548,18
10044,7,,25706,18
10046,1,,26944,18
10049,1,,27573,18
10052,4,,27839,18
10054,4,,28415,18
10059,1550,,28542,18
10062,20,,28959,18
10063,23,,30463,18
10064,2227,,30798,18
10065,3,,30804,18
10067,27,,32161,18
10071,17,,33372,18
10074,62,,2218,17
10080,2,,2346,17
10081,25,,3319,17
10083,13,,3616,17
10091,3,,5080,17
10093,2615,,5506,17
10094,2298,,5745,17
10097,1,,6442,17
10108,251,,7080,17
10115,2,,7543,17
10124,1,,7612,17
10142,3,,7887,17
10156,2,,8110,17
10176,1,,8185,17
10190,1,,9278,17
10197,6496,,9556,17
10205,1,,9746,17
10210,5165,,10071,17
10211,2,,10602,17
10213,237,,11209,17
10217,3,,11396,17
10225,8,,11535,17
10245,89,,11822,17
10246,2,,12480,17
10250,2,,13320,17
10254,1,,13439,17
10256,12,,14927,17
10264,8,,16817,17
10270,3,,17799,17
10273,45,,19146,17
10283,1,,19737,17
10296,5,,20104,17
10304,21,,20706,17
10313,1,,21565,17
10316,12,,21995,17
10318,2,,22050,17
10342,30,,22449,17
10357,3,,22714,17
10366,51,,23443,17
10394,9,,23679,17
10395,16,,25903,17
10396,40,,25956,17
10397,7,,26118,17
10404,4,,27187,17
10405,30,,27433,17
10410,3,,27673,17
10445,21,,27693,17
10471,149,,28794,17
10481,5,,29888,17
10491,6,,30696,17
10508,3,,32159,17
10515,2,,32344,17
10520,3,,177,16
10539,600,,251,16
10544,15,,2492,16
10546,9,,3318,16
10548,1,,3506,16
10577,2,,3665,16
10588,3,,3742,16
10592,7,,3780,16
10595,23,,4665,16
10600,27,,4734,16
10602,17,,5838,16
10603,5,,5917,16
10604,7,,7285,16
10607,13,,7336,16
10608,12,,7478,16
10609,10,,7658,16
10610,4,,7680,16
10611,28,,7897,16
10615,70,,8069,16
10616,9,,9057,16
10617,7,,9959,16
10619,5,,10015,16
10620,1,,10395,16
10621,5,,10916,16
10641,174,,10932,16
10644,538,,11283,16
10649,11,,12207,16
10657,2,,12553,16
10658,1,,12717,16
10673,1,,13005,16
10675,6,,13717,16
10678,3,,13781,16
10693,8,,14029,16
10698,7,,15249,16
10700,19,,15684,16
10708,12,,15686,16
10725,2,,16730,16
10729,321,,17216,16
10731,992,,17935,16
10742,2,,18004,16
10743,11,,18205,16
10758,67,,19359,16
10760,8,,19623,16
10774,9,,20133,16
10776,3,,20530,16
10777,1,,21629,16
10779,1,,21876,16
10817,2006,,22356,16
10819,63,,22664,16
10820,1,,22911,16
10821,7,,23004,16
10824,2078,,23157,16
10825,6930,,25220,16
10826,176,,25429,16
10827,1,,25694,16
10828,103,,25816,16
10829,39,,25935,16
10835,710,,26808,16
10840,2,,28298,16
10841,1,,28482,16
10842,14,,28996,16
10846,1,,29244,16
10849,4,,29563,16
10851,1,,29782,16
10866,58,,30039,16
10869,2,,30414,16
10870,2,,30965,16
10879,5,,31352,16
10881,4,,31373,16
10886,6,,32634,16
10891,123,,32724,16
10901,5,,32865,16
10904,10,,32906,16
10905,9,,33041,16
10916,16,,34209,16
10932,16,,749,15
10937,2,,2294,15
10939,2,,3326,15
10949,1,,3663,15
10950,8,,4057,15
10957,24,,4307,15
10959,8,,5003,15
10960,28,,5406,15
10971,3,,6524,15
10973,1,,6745,15
10979,1,,6755,15
10997,6,,7308,15
11015,1,,7433,15
11020,1,,8084,15
11028,46,,8755,15
11029,42,,9730,15
11074,1,,10544,15
11079,11,,11162,15
11092,6,,11210,15
11093,19,,12528,15
11094,9,,12877,15
11100,1,,13759,15
11101,1,,13846,15
11102,1,,13984,15
11116,4,,14951,15
11124,326,,15146,15
11128,10,,15505,15
11130,203,,15717,15
11136,140,,17248,15
11137,1,,17615,15
11148,76,,19841,15
11152,140,,19865,15
11159,13,,20241,15
11162,15,,20519,15
11166,377,,20821,15
11171,10,,22979,15
11175,1,,24521,15
11183,8,,24753,15
11200,648,,25014,15
11202,238,,25932,15
11206,11,,26206,15
11207,257,,26395,15
11208,39,,27153,15
11209,17,,27254,15
11210,15,,27401,15
11212,30,,27679,15
11213,8,,28556,15
11218,7,,30208,15
11221,386,,30590,15
11226,22,,31213,15
11227,6,,31629,15
11228,7,,32669,15
11243,41,,33179,15
11247,41,,33655,15
11256,65,,1033,14
11264,1,,1415,14
11267,2,,1708,14
11268,2,,2862,14
11272,1,,3150,14
11273,21,,3564,14
11274,50,,3735,14
11276,2,,3833,14
11282,1,,4010,14
11283,16,,4068,14
11285,2,,4587,14
11287,9,,6186,14
11288,2,,6208,14
11289,5,,6216,14
11290,61,,6842,14
11293,4,,6973,14
11295,1,,7243,14
11298,2,,7415,14
11302,4,,7623,14
11303,1,,8930,14
11304,2,,10842,14
11305,41406,,11618,14
11310,18,,11630,14
11312,1,,11634,14
11314,19,,12186,14
11315,1,,12879,14
11317,1,,13464,14
11318,2,,14979,14
11321,21,,15339,14
11323,1,,16203,14
11324,1,,17285,14
11326,3,,18010,14
11333,4,,19294,14
11336,56,,19343,14
11338,7,,19597,14
11340,116,,19818,14
11344,1,,19819,14
11345,2,,19837,14
11347,2,,20159,14
11348,9,,20764,14
11350,4,,20770,14
11351,3,,22009,14
11356,19,,22789,14
11357,2,,23552,14
11362,2,,23930,14
11366,521,,25169,14
11367,69,,25235,14
11368,1,,26593,14
11369,165,,27062,14
11370,682,,27077,14
11371,1,,27123,14
11372,31,,27212,14
11373,1,,27684,14
11376,173,,28275,14
11378,109,,28434,14
11379,8,,28601,14
11381,1,,29854,14
11382,4,,30281,14
11384,2,,30499,14
11385,1,,30581,14
11386,63,,30631,14
11387,3,,30647,14
11388,107,,31476,14
11391,1,,31526,14
11396,17,,31851,14
11425,4,,31990,14
11464,103,,32285,14
11467,3,,32439,14
11471,8,,32627,14
11474,1,,34051,14
11477,4,,487,13
11479,1,,603,13
11481,3,,1007,13
11482,13,,1559,13
11486,1,,2098,13
11489,1,,2335,13
11490,1,,2522,13
11491,1180,,2888,13
11496,1,,3438,13
11497,3226,,3461,13
11500,157,,3918,13
11503,541,,4197,13
11504,1,,4899,13
11505,2001,,5485,13
11506,1,,5990,13
11511,2,,6046,13
11513,4,,6174,13
11514,7,,6518,13
11517,1,,6759,13
11518,19,,6843,13
11524,13,,7144,13
11525,1,,8017,13
11526,3,,8101,13
11529,2,,8636,13
11534,1,,10083,13
11535,17,,10607,13
11542,3,,11159,13
11549,2,,11482,13
11550,1320,,11524,13
11555,2,,11818,13
11557,72360,,12610,13
11560,1,,12724,13
11563,1,,13022,13
11565,1,,14408,13
11570,72,,14460,13
11571,1,,14541,13
11572,1,,15441,13
11574,503,,15736,13
11579,104,,16301,13
11580,2,,16787,13
11583,4,,17206,13
11589,95,,17307,13
11590,5257,,17757,13
11595,1243,,19152,13
11599,18,,19520,13
11618,14,,19980,13
11619,23,,20461,13
11622,1,,20474,13
11625,1,,20647,13
11626,55,,21110,13
11629,61,,22896,13
11630,14,,24252,13
11631,1,,24646,13
11634,14,,24729,13
11642,2,,24731,13
11643,54,,24782,13
11644,19,,24934,13
11645,1,,25226,13
11647,3,,25505,13
11651,1,,26051,13
11652,4,,26139,13
11656,3,,26636,13
11658,7,,27650,13
11661,2,,27706,13
11665,10,,27808,13
11706,63,,28009,13
11708,54,,28838,13
11709,47,,28951,13
11711,9,,29490,13
11712,5,,29605,13
11720,8,,30090,13
11721,1,,30620,13
11737,3,,30692,13
11742,1,,31410,13
11743,25130,,31475,13
11747,1,,31485,13
11750,6,,31528,13
11752,3,,31581,13
11753,7,,31728,13
11763,36,,31739,13
11765,2,,32032,13
11766,18,,32342,13
11767,1,,32749,13
11773,41,,33046,13
11774,2,,33468,13
11776,27,,210,12
11780,70,,414,12
11784,30,,940,12
11785,8,,2542,12
11797,4,,2707,12
11798,24,,3131,12
11802,1,,3504,12
11803,3,,3552,12
11813,2,,3829,12
11818,13,,4114,12
11819,3,,4634,12
11820,7,,5460,12
11821,1,,5746,12
11822,17,,5756,12
11824,4,,6189,12
11825,2,,6257,12
11833,8,,6367,12
11834,36,,7618,12
11839,2,,8507,12
11840,1,,10256,12
11846,3,,10316,12
11855,3,,10608,12
11858,2,,10708,12
11864,105,,11876,12
11865,159,,11940,12
11866,49,,12294,12
11867,31,,13550,12
11868,18,,15178,12
11871,229,,15858,12
11873,9,,17331,12
11874,19,,17368,12
11875,268,,17990,12
11876,12,,18615,12
11881,26,,19533,12
11882,2,,19802,12
11885,5,,19811,12
11887,3,,20391,12
11906,29,,20828,12
11907,2,,21803,12
11912,2,,22048,12
11920,2,,23040,12
11922,7,,23774,12
11937,308,,24039,12
11940,12,,24164,12
11941,2,,24258,12
11948,55,,24739,12
11949,97,,25862,12
11954,18,,26039,12
11955,6,,26049,12
11957,18,,26237,12
11962,2,,26471,12
11963,4,,26740,12
11964,2,,26950,12
11973,3,,27288,12
11975,6,,29101,12
11978,1010,,29404,12
11987,25,,29543,12
11988,431,,29739,12
12000,5,,29752,12
12007,7,,30134,12
12008,3,,30293,12
12009,4,,30712,12
12011,94,,31430,12
12015,1,,32235,12
12017,1,,32346,12
12034,244,,32662,12
12035,1856,,32752,12
12048,229,,33629,12
12079,1,,442,11
12081,1,,1041,11
12082,5,,1650,11
12085,1,,2166,11
12094,4,,2186,11
12123,55,,2598,11
12124,3,,2649,11
12126,9,,2706,11
12135,63,,3536,11
12137,2,,3823,11
12151,1,,4450,11
12172,1,,5105,11
12175,331,,5694,11
12177,2,,6384,11
12180,2,,7242,11
12182,7,,7423,11
12186,14,,7540,11
12197,2,,7805,11
12200,4,,8153,11
12207,16,,8381,11
12208,41,,8427,11
12213,6,,8491,11
12214,2,,8706,11
12215,2,,8732,11
12221,1,,9076,11
12224,1,,9136,11
12226,3,,9531,11
12236,1,,9672,11
12243,9,,9673,11
12250,1,,9807,11
12255,32,,9964,11
12258,2,,10649,11
12263,4,,10743,11
12271,2,,11079,11
12272,1,,11206,11
12290,2,,12315,11
12294,12,,12475,11
12296,4,,12925,11
12299,1,,13310,11
12307,1,,13363,11
12311,3,,13596,11
12313,118,,13646,11
12314,1,,13940,11
12315,11,,13981,11
12316,1,,14485,11
12324,2,,14507,11
12329,1,,14904,11
12332,53,,15767,11
12334,528,,16015,11
12336,28,,16606,11
12339,10,,17094,11
12340,6,,17305,11
12342,5,,17526,11
12350,2,,17563,11
12352,2,,17667,11
12379,1,,17761,11
12380,10,,17770,11
12381,1,,17863,11
12404,1,,18779,11
12405,4,,18805,11
12408,18,,19689,11
12409,6,,19735,11
12412,3,,20282,11
12413,3,,20551,11
12432,1,,20911,11
12433,3,,21003,11
12437,1,,21412,11
12452,44,,21575,11
12465,59,,21959,11
12475,11,,22236,11
12480,17,,22794,11
12487,5,,22818,11
12503,2,,22933,11
12506,1,,23928,11
12510,2,,24447,11
12512,1,,24989,11
12516,3,,25936,11
12517,44,,27207,11
12522,194,,27429,11
12528,15,,27503,11
12532,4,,27713,11
12536,1,,28548,11
12538,1,,28683,11
12542,274,,29242,11
12543,227,,29434,11
12545,8,,29462,11
12553,16,,30171,11
12561,1,,30177,11
12563,1,,31264,11
12568,2,,31810,11
12593,8,,31920,11
12598,626,,32530,11
12600,253,,33116,11
12610,13,,33125,11
12613,4,,33390,11
12614,5,,33825,11
12621,2,,673,10
12643,1,,1484,10
12650,8,,1511,10
12661,10,,1754,10
12663,64,,1810,10
12666,5,,1974,10
12668,3,,2156,10
12679,4,,2163,10
12680,553,,2188,10
12686,4,,2484,10
12692,6,,2554,10
12700,96,,2620,10
12706,4,,3529,10
12709,156,,3608,10
12710,26,,3668,10
12717,16,,4209,10
12724,13,,4312,10
12729,4,,4461,10
12745,2,,4596,10
12758,95,,4967,10
12759,50,,5161,10
12760,5,,5295,10
12761,1,,6084,10
12773,80,,6195,10
12783,57,,6320,10
12786,1,,6977,10
12811,46,,6984,10
12819,5,,7484,10
12822,10,,7539,10
12827,9,,7619,10
12838,1,,8165,10
12857,2,,8175,10
12867,2,,8656,10
12868,29,,8734,10
12869,270,,8795,10
12874,118,,9123,10
12875,7,,9194,10
12877,15,,9741,10
12879,14,,10609,10
12881,6,,10904,10
12884,7,,11128,10
12885,6,,11171,10
12886,6,,11665,10
12888,5,,12339,10
12897,7,,12380,10
12898,3,,12661,10
12907,43,,12822,10
12912,1,,13392,10
12918,19,,13594,10
12919,8,,13613,10
12922,270,,14186,10
12925,11,,14338,10
12940,149,,14683,10
12943,1,,14804,10
12948,512,,15893,10
12953,1,,15979,10
12954,2,,16200,10
12955,1,,16651,10
12965,3,,16996,10
12979,2,,17086,10
13003,32,,17240,10
13005,16,,17845,10
13006,7,,18139,10
13008,9,,18651,10
13009,1,,18790,10
13013,1,,18848,10
13018,1,,19071,10
13022,13,,19166,10
13033,9,,19229,10
13035,1,,19387,10
13038,2,,19559,10
13045,7,,19749,10
13051,1,,20409,10
13057,3,,20640,10
13067,8,,20856,10
13070,22,,21035,10
13072,9,,21384,10
13079,3,,21641,10
13098,25,,21840,10
13121,4,,22031,10
13128,2,,22153,10
13132,3,,22772,10
13139,1,,22989,10
13141,119,,23797,10
13150,564,,23920,10
13154,5,,23926,10
13155,2,,23996,10
13156,1,,24092,10
13177,1,,24771,10
13181,1,,24825,10
13187,2,,25773,10
13215,2,,25963,10
13227,42,,26585,10
13240,29,,27047,10
13242,31,,27098,10
13243,2,,27237,10
13251,3,,27272,10
13252,2,,27651,10
13254,31,,27953,10
13256,5,,28193,10
13259,1,,28218,10
13270,197,,28515,10
13271,5,,29005,10
13272,53,,29176,10
13294,6,,29532,10
13303,1,,29876,10
13310,11,,30699,10
13319,2,,30734,10
13320,17,,30748,10
13328,1,,30751,10
13329,1,,30761,10
13337,2,,30772,10
13358,1,,30976,10
13363,11,,30978,10
13366,30,,31125,10
13368,2,,31781,10
13371,18,,32022,10
13372,1,,32302,10
13373,1,,32366,10
13375,1,,32898,10
13380,2,,34011,10
13385,8,,380,9
13392,10,,492,9
13393,1,,661,9
13394,1,,713,9
13396,36,,1377,9
13398,1,,1761,9
13404,3,,2339,9
13406,1,,2642,9
13411,2,,2648,9
13430,62,,2980,9
13431,2,,3522,9
13433,3,,3614,9
13435,1,,3623,9
13436,5,,3784,9
13437,1,,4333,9
13438,117,,4388,9
13439,17,,4433,9
13441,7,,4631,9
13444,19,,5617,9
13446,61,,5818,9
13448,2,,5830,9
13450,7,,6687,9
13458,42,,6971,9
13464,14,,7102,9
13466,1,,7135,9
13489,1,,7165,9
13522,1,,7513,9
13528,178,,7519,9
13547,1736,,8015,9
13548,1,,8170,9
13550,12,,8173,9
13552,3,,8205,9
13555,22,,8372,9
13561,3017,,8573,9
13564,62,,8654,9
13565,43,,9191,9
13567,5,,9268,9
13568,152,,9375,9
13575,89,,9456,9
13577,2,,9538,9
13583,19,,9679,9
13588,21,,10394,9
13591,1,,10546,9
13594,10,,10616,9
13596,11,,10774,9
13597,22,,10905,9
13599,20,,11094,9
13601,1,,11287,9
13602,2,,11348,9
13604,4,,11711,9
13605,1,,11873,9
13613,10,,12126,9
13614,4,,12243,9
13618,6,,12827,9
13627,1,,13008,9
13640,2,,13033,9
13645,4,,13072,9
13646,11,,14548,9
13656,83,,14557,9
13662,7,,14844,9
13675,1,,14873,9
13676,1,,14905,9
13693,1,,15024,9
13699,58,,15044,9
13703,43,,15633,9
13705,3,,15838,9
13707,21,,15904,9
13711,20,,15981,9
13712,3,,17246,9
13717,16,,17564,9
13720,101,,17783,9
13726,7,,18399,9
13743,2,,18409,9
13744,4,,19176,9
13747,3,,19767,9
13759,15,,20260,9
13772,4,,20310,9
13781,16,,20554,9
13782,2,,20819,9
13783,24,,20998,9
13791,5,,22173,9
13792,419,,22766,9
13793,1,,22774,9
13794,368,,22810,9
13795,3,,23050,9
13797,1,,23264,9
13805,1,,23595,9
13814,22,,23978,9
13822,1,,24488,9
13835,1,,25530,9
13846,15,,25643,9
13848,3,,25652,9
13852,1,,25754,9
13865,6,,25884,9
13868,1,,26608,9
13881,258,,27438,9
13884,73,,27714,9
13887,8,,27847,9
13904,2,,28561,9
13922,3,,28759,9
13935,2,,28839,9
13936,5,,28926,9
13940,11,,29233,9
13950,4,,29293,9
13955,44,,29501,9
13956,2,,29591,9
13960,5,,29656,9
13962,186,,30185,9
13964,2,,30449,9
13981,11,,30471,9
13984,15,,30514,9
13987,7,,31190,9
13988,3,,31375,9
14001,7,,31730,9
14002,3,,32224,9
14005,4,,32364,9
14008,20,,32405,9
14014,18,,32457,9
14017,475,,32750,9
14019,3,,33262,9
14024,29,,33311,9
14028,2,,33369,9
14029,16,,33410,9
14051,2,,33559,9
14052,1,,33627,9
14064,1629,,34031,9
14067,1,,982,8
14071,4,,1019,8
14073,1,,1077,8
14074,2,,1199,8
14083,2,,1564,8
14084,1,,1692,8
14092,71,,1696,8
14095,1,,2184,8
14097,4,,2200,8
14102,2,,2481,8
14111,1,,2861,8
14113,8,,3076,8
14125,95,,3166,8
14128,63,,3530,8
14129,3,,3559,8
14130,1,,4053,8
14132,2,,4545,8
14133,1,,4961,8
14134,85,,5185,8
14141,2,,5224,8
14145,7,,5230,8
14152,1,,5335,8
14154,2,,5608,8
14155,1,,5820,8
14157,3,,5988,8
14158,1,,6185,8
14161,1,,6190,8
14163,1,,6262,8
14166,1,,6550,8
14168,8,,6597,8
14174,2,,6748,8
14176,1,,6772,8
14182,1,,6949,8
14183,1,,7090,8
14186,10,,7111,8
14187,89,,7129,8
14269,1,,7237,8
14284,1,,7256,8
14303,2,,8066,8
14306,4,,8214,8
14311,54,,9037,8
14313,2,,9058,8
14314,6,,9122,8
14333,5,,9132,8
14337,27,,9148,8
14338,10,,9389,8
14340,1,,9925,8
14351,1,,10225,8
14360,4,,10264,8
14361,643,,10693,8
14370,1229,,10760,8
14374,1,,10950,8
14377,1,,10959,8
14380,97,,11183,8
14389,1,,11213,8
14397,40,,11379,8
14403,52,,11471,8
14408,13,,11720,8
14434,3,,11785,8
14438,45,,11833,8
14448,7,,12545,8
14457,2,,12593,8
14460,13,,12650,8
14461,40,,12919,8
14465,5,,13067,8
14467,3186,,13385,8
14475,6,,13887,8
14483,8,,14113,8
14484,56,,14168,8
14485,11,,14483,8
14486,1,,15179,8
14487,5973,,15462,8
14507,11,,15569,8
14520,6,,15861,8
14523,3,,16042,8
14527,2767,,16675,8
14530,23,,16851,8
14534,1,,16865,8
14539,22,,17384,8
14541,13,,17760,8
14548,9,,17902,8
14552,939,,17937,8
14557,9,,18697,8
14565,1,,18922,8
14572,6,,19212,8
14604,2,,19230,8
14612,5,,19442,8
14622,3,,19744,8
14661,1,,19861,8
14665,1,,20243,8
14673,2,,20301,8
14675,1,,20562,8
14683,10,,20564,8
14694,92,,20984,8
14695,7,,21576,8
14697,5,,21910,8
14704,20,,22363,8
14708,3,,22453,8
14711,2,,22860,8
14712,1,,22953,8
14719,7,,23838,8
14720,4,,23980,8
14721,7,,24224,8
14723,2,,24909,8
14726,3,,24947,8
14727,2,,25060,8
14730,63,,25095,8
14731,2,,25244,8
14743,2,,25329,8
14744,3,,25484,8
14752,36,,25957,8
14764,221,,26123,8
