book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
3894,9282,9282,26163,47,440235162,9780440235160.0,Nicholas Evans,2001.0,The Smoke Jumper,The Smoke Jumper,eng,4.05,25668,26423,686,372,1080,5498,9437,10036,https://images.gr-assets.com/books/1403193693m/9282.jpg,https://images.gr-assets.com/books/1403193693s/9282.jpg,0
3967,5489684,5489684,5557331,7,006177894X,9780061778940.0,Ellen Schreiber,2008.0,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",en-US,4.12,25698,25846,480,834,1665,4526,5274,13547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4008,16109563,16109563,21882391,15,,2940044980980.0,Madeline Sheehan,2012.0,Undeniable,"Undeniable (Undeniable, #1)",eng,4.08,38501,44425,4428,1760,2327,6763,13460,20115,https://images.gr-assets.com/books/1356218855m/16109563.jpg,https://images.gr-assets.com/books/1356218855s/16109563.jpg,0
4035,3895,3895,7619,4,609602195,9780609602200.0,"Ina Garten, Melanie Acevedo",1999.0,The Barefoot Contessa Cookbook,The Barefoot Contessa Cookbook,en-GB,4.21,22497,22566,160,647,743,3098,6811,11267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4038,6167746,6167746,19190253,3,312372132,9780312372130.0,"P.C. Cast, Kristin Cast",2007.0,,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",eng,4.37,22276,22440,263,467,806,2677,4398,14092,https://images.gr-assets.com/books/1402947128m/6167746.jpg,https://images.gr-assets.com/books/1402947128s/6167746.jpg,0
4049,13151129,13151129,18329141,19,765329042,9780765329040.0,"Orson Scott Card, Aaron Johnston",2012.0,"Earth Unaware (The First Formic War, #1)","Earth Unaware (The First Formic War, #1)",en-US,3.91,27961,29693,1214,1429,1471,5731,10678,10384,https://images.gr-assets.com/books/1327948408m/13151129.jpg,https://images.gr-assets.com/books/1327948408s/13151129.jpg,0
4088,3609763,3609763,3652514,35,316043125,9780316043120.0,Stephenie Meyer,2011.0,The Twilight Saga: The Official Guide,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",en-US,4.23,24065,25092,851,631,1246,4040,5055,14120,https://images.gr-assets.com/books/1344265906m/3609763.jpg,https://images.gr-assets.com/books/1344265906s/3609763.jpg,0
4170,6006518,6006518,6181610,37,1595142517,9781595142510.0,"Lili St. Crow, Lilith Saintcrow",2009.0,Strange Angels,"Strange Angels (Strange Angels, #1)",eng,3.78,35169,36155,2089,1737,3266,8397,10468,12287,https://images.gr-assets.com/books/1331244487m/6006518.jpg,https://images.gr-assets.com/books/1331244487s/6006518.jpg,0
4242,164542,164542,3022662,63,60512628,9780060512620.0,"Mary O'Hara, Dave Blossom",1941.0,"My Friend Flicka (Flicka, #1)","My Friend Flicka (Flicka, #1)",en-US,4.15,25180,25768,290,264,901,5094,8083,11426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4248,8724779,8724779,13597737,1,312530641,9780312530650.0,"P.C. Cast, Kristin Cast",,,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),eng,4.43,20578,20578,77,471,648,2118,3645,13696,https://images.gr-assets.com/books/1347018756m/8724779.jpg,https://images.gr-assets.com/books/1347018756s/8724779.jpg,0
4267,16282066,35534230,16680623,15,1481200577,9781481200580.0,Shelly Crane,2011.0,Significance,"Significance (Significance, #1)",eng,4.13,18579,37825,2685,1091,1873,5811,11401,17649,https://images.gr-assets.com/books/1434591910m/16282066.jpg,https://images.gr-assets.com/books/1434591910s/16282066.jpg,0
4287,11433,11433,221844,32,842356223,9780842356220.0,"Karen Kingsbury, Gary Smalley",2002.0,Redemption,"Redemption (Redemption, #1)",eng,4.36,22101,22889,811,337,585,2667,6274,13026,https://images.gr-assets.com/books/1406514548m/11433.jpg,https://images.gr-assets.com/books/1406514548s/11433.jpg,0
4297,93000,93000,89666,2,1423409450,9781423409460.0,Harry Gregson-Williams,2006.0,"The Chronicles of Narnia: The Lion, the Witch and The Wardrobe (Sheet Music)","Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",,4.32,17866,17876,187,243,369,2523,5045,9696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4337,89399,89399,67864,76,316734837,9780316734840.0,Anita Shreve,1999.0,Fortune's Rocks,Fortune's Rocks,,3.86,22908,25221,1246,434,1317,6624,9707,7139,https://images.gr-assets.com/books/1344271150m/89399.jpg,https://images.gr-assets.com/books/1344271150s/89399.jpg,0
4389,2815949,2815949,2841882,6,1400054354,9781400054350.0,"Ina Garten, Quentin Bacon",2008.0,Barefoot Contessa Back to Basics,Barefoot Contessa Back to Basics,eng,4.23,22228,22305,199,654,708,2960,6541,11442,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4393,6380822,6380822,6568723,35,1606840576,9781606840570.0,Bree Despain,2009.0,The Dark Divine,"The Dark Divine (The Dark Divine, #1)",eng,3.81,33209,34463,2473,1294,2972,8340,10349,11508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4456,12588363,12588363,17603066,56,375990674,9780375990670.0,Lauren Kate,2012.0,Fallen in Love,"Fallen in Love (Fallen, #3.5)",eng,3.77,30759,33324,1652,1069,3330,8977,8737,11211,https://images.gr-assets.com/books/1362339849m/12588363.jpg,https://images.gr-assets.com/books/1362339849s/12588363.jpg,0
4496,643301,643301,24585562,6,593054601,9780593054600.0,Dan Brown,2003.0,,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",,4.19,18711,18765,476,254,636,2797,6648,8430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4497,261331,261331,1296201,43,7208006,9780007208000.0,Jennifer Donnelly,2002.0,The Tea Rose,"The Tea Rose (The Tea Rose, #1)",eng,4.18,22448,25268,2496,447,969,3764,8584,11504,https://images.gr-assets.com/books/1327888567m/261331.jpg,https://images.gr-assets.com/books/1327888567s/261331.jpg,0
4505,22717015,22717015,42244477,25,1502541858,9781502541860.0,Jamie McGuire,2015.0,Beautiful Redemption,"Beautiful Redemption (The Maddox Brothers, #2)",eng,4.15,28845,33443,2745,311,1302,5727,11985,14118,https://images.gr-assets.com/books/1418155511m/22717015.jpg,https://images.gr-assets.com/books/1418155511s/22717015.jpg,0
4518,8579016,8579016,17359118,11,1439181780,9781439181780.0,Rhonda Byrne,2009.0,"The Power (The Secret, #2)","The Power (The Secret, #2)",eng,4.09,16917,18176,862,547,1014,3173,5016,8426,https://images.gr-assets.com/books/1366245447m/8579016.jpg,https://images.gr-assets.com/books/1366245447s/8579016.jpg,0
4542,85957,85957,122876,37,842329277,9780842329280.0,"Tim LaHaye, Jerry B. Jenkins",1990.0,"Assassins : Assignment: Jerusalem, Target: Antichrist","Assassins (Left Behind, #6)",eng,3.98,24143,25041,335,657,1428,5306,7968,9682,https://images.gr-assets.com/books/1406512196m/85957.jpg,https://images.gr-assets.com/books/1406512196s/85957.jpg,0
4557,474634,474634,1288038,45,552772275,9780552772270.0,Madeleine Wickham,1999.0,The Wedding Girl,The Wedding Girl,eng,3.47,20501,22944,924,878,2717,8284,6777,4288,https://images.gr-assets.com/books/1320539465m/474634.jpg,https://images.gr-assets.com/books/1320539465s/474634.jpg,0
4573,9666812,9666812,13306097,51,312656270,9780312656270.0,Alexandra Adornetto,2011.0,Hades,"Hades (Halo, #2)",eng,3.97,27679,28626,1517,1090,2001,5536,7936,12063,https://images.gr-assets.com/books/1478985289m/9666812.jpg,https://images.gr-assets.com/books/1478985289s/9666812.jpg,0
4603,13350,13350,836044,18,375836586,9780375836590.0,Christopher Paolini,2005.0,"Eragon & Eldest (Inheritance, #1-2)","Eragon & Eldest (Inheritance, #1-2)",,4.27,21181,21816,343,507,864,2917,5518,12010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4660,12540,12540,901072,12,1400079098,9781400079090.0,Anne Lamott,1993.0,Operating Instructions: A Journal of My Son's First Year,Operating Instructions: A Journal of My Son's First Year,eng,4.18,19466,20063,1631,218,658,3173,7178,8836,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4663,64081,64081,2827103,19,310266300,9780310266300.0,Shane Claiborne,2006.0,The Irresistible Revolution: Living as an Ordinary Radical,The Irresistible Revolution: Living as an Ordinary Radical,,4.07,18566,19186,953,409,977,3435,6486,7879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4679,38568,38568,2621331,34,60773758,9780060773760.0,Lynsay Sands,2005.0,A Quick Bite,A Quick Bite (Argeneau #1),en-US,3.91,31557,33441,1366,1033,2379,7487,10154,12388,https://images.gr-assets.com/books/1410129015m/38568.jpg,https://images.gr-assets.com/books/1410129015s/38568.jpg,0
4708,9832370,9832370,27881851,1,,,BookRags,,,BookRags Summary:  A Storm of Swords,eng,4.59,18960,18960,92,278,151,877,4460,13194,https://images.gr-assets.com/books/1369340463m/9832370.jpg,https://images.gr-assets.com/books/1369340463s/9832370.jpg,0
4743,6441654,6441654,6631596,11,470484233,9780470484230.0,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009.0,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)","Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality",en-US,4.39,18027,18054,39,444,651,2157,2953,11849,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4795,236208,236208,4536973,43,425098648,9780425098650.0,Dean Koontz,1976.0,Night Chills,Night Chills,en-US,3.86,20424,20815,252,275,1151,6024,7117,6248,https://images.gr-assets.com/books/1308460533m/236208.jpg,https://images.gr-assets.com/books/1308460533s/236208.jpg,0
4839,9751378,9751378,14640621,18,312642695,9780312642690.0,Mary Kay Andrews,2011.0,,Summer Rental,en-US,3.78,20723,23166,2233,304,1417,6893,9075,5477,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4872,9569,9569,2124286,40,1842431021,9781842431020.0,Tom Robbins,2003.0,Villa Incognito,Villa Incognito,,3.65,14206,15763,642,306,1431,5022,5721,3283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4884,10875239,10875239,15729222,38,1455501476,9781455501470.0,Sandra Brown,2011.0,Lethal,Lethal,,4.04,20353,22772,1871,212,736,4566,9754,7504,https://images.gr-assets.com/books/1301590794m/10875239.jpg,https://images.gr-assets.com/books/1301590794s/10875239.jpg,0
4890,124524,124524,119915,39,310240018,9780310240010.0,"Joni Eareckson Tada, Joe Musser",1976.0,Joni,Joni: An Unforgettable Story,en-US,4.23,20191,20697,244,254,528,3428,6484,10003,https://images.gr-assets.com/books/1360187347m/124524.jpg,https://images.gr-assets.com/books/1360187347s/124524.jpg,0
4919,289644,289644,1133511,20,310247535,9780310247530.0,Karen Kingsbury,2005.0,Even Now,"Even Now (Lost Love, #1)",en-US,4.26,18120,18865,566,361,623,2671,5336,9874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4954,11051889,11051889,15972972,11,1461052149,9781461052140.0,Jessica Sorensen,2011.0,,"The Fallen Star (Fallen Star, #1)",,3.91,19786,25948,1608,953,1819,5469,8048,9659,https://images.gr-assets.com/books/1331385411m/11051889.jpg,https://images.gr-assets.com/books/1331385411s/11051889.jpg,0
4962,13568322,29908754,19146744,4,1846247195,9781846247190.0,R.D. Ronald,2012.0,,The Zombie Room,eng,3.61,14302,17539,131,1797,1750,3986,4039,5967,https://images.gr-assets.com/books/1348552492m/13568322.jpg,https://images.gr-assets.com/books/1348552492s/13568322.jpg,0
4989,18750,18750,1020574,50,452281431,9780452281430.0,"A.N. Roquelaure, Anne Rice",1984.0,Beauty's Punishment,"Beauty's Punishment (Sleeping Beauty, #2)",en-US,3.62,20867,23229,778,1274,2728,6361,6126,6740,https://images.gr-assets.com/books/1426861477m/18750.jpg,https://images.gr-assets.com/books/1426861477s/18750.jpg,0
5003,386234,386234,375913,8,030711838X,9780307118390.0,Mercer Mayer,1975.0,Just for You,Just for You (Little Critter),eng,4.25,22965,22979,114,265,812,4050,5630,12222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5061,78970,78970,520878,53,312933541,9780312933550.0,Jeffrey Archer,1985.0,A Matter of Honor,A Matter of Honor,,3.9,16502,18434,348,197,784,4850,7478,5125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5079,6618272,6618272,6812394,47,1440154236,9781440154230.0,Kiera Cass,2009.0,The Siren,The Siren,eng,3.78,21740,32274,4550,1015,2807,8396,10194,9862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5102,12611073,12611073,17626535,11,161638610X,9781616386110.0,Jonathan Cahn,2011.0,,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,,3.93,15063,17637,2048,1007,1322,3113,4738,7457,https://images.gr-assets.com/books/1345009097m/12611073.jpg,https://images.gr-assets.com/books/1345009097s/12611073.jpg,0
5110,8320534,8320534,13169953,1,785139877,9780785139870.0,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",2010.0,,Raymond E. Feist's Magician Master,,4.43,18430,18431,34,102,198,1815,5798,10518,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5112,2880715,2880715,2906930,28,451225007,9780451225010.0,J.R. Ward,2008.0,The Black Dagger Brotherhood: An Insider's Guide,The Black Dagger Brotherhood: An Insider's Guide,eng,4.32,26144,27288,980,209,846,4135,7012,15086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5133,9296438,9296438,14179025,27,031238078X,9780312380790.0,Lisa Scottoline,2011.0,Save Me,Save Me,,3.63,20168,21693,2592,749,2332,6182,7396,5034,https://images.gr-assets.com/books/1311983193m/9296438.jpg,https://images.gr-assets.com/books/1311983193s/9296438.jpg,0
5217,13630171,13630171,19237752,29,345531485,9780345531480.0,Peter V. Brett,2015.0,The Skull Throne,"The Skull Throne (Demon Cycle, #4)",eng,4.14,15946,19744,1161,194,674,3196,7823,7857,https://images.gr-assets.com/books/1408637760m/13630171.jpg,https://images.gr-assets.com/books/1408637760s/13630171.jpg,0
5227,43915,43915,7113924,5,785127224,9780785127220.0,"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",1984.0,"Magician: Apprentice (The Riftwar Saga, #1)",Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),eng,4.44,17782,17836,88,110,274,1746,5155,10551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5245,11450360,11450360,16377478,19,316133191,9780316133200.0,"Stephenie Meyer, Young Kim",2011.0,"Twilight: The Graphic Novel,","Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",en-US,4.26,19795,20129,629,611,898,2915,3969,11736,https://images.gr-assets.com/books/1327891963m/11450360.jpg,https://images.gr-assets.com/books/1327891963s/11450360.jpg,0
5246,18468559,20421367,26129516,7,,2940148861120.0,Belle Aurora,2014.0,Raw,"Raw (RAW Family, #1)",eng,4.23,19180,32077,5211,978,1476,3831,8618,17174,https://images.gr-assets.com/books/1380531971m/18468559.jpg,https://images.gr-assets.com/books/1380531971s/18468559.jpg,0
5264,263179,263179,255117,28,60751967,9780060751970.0,Kerrelyn Sparks,2005.0,How to Marry a Millionaire Vampire,"How to Marry a Millionaire Vampire (Love at Stake, #1)",eng,3.85,27854,29698,1528,1086,2300,6942,8931,10439,https://images.gr-assets.com/books/1343779854m/263179.jpg,https://images.gr-assets.com/books/1343779854s/263179.jpg,0
5271,8046350,30123368,12688312,32,557364639,9780557364630.0,Amanda Hocking,2010.0,My Blood Approves,"My Blood Approves (My Blood Approves, #1)",eng,3.83,21707,26660,1704,1082,2098,6102,8365,9013,https://images.gr-assets.com/books/1282351187m/8046350.jpg,https://images.gr-assets.com/books/1282351187s/8046350.jpg,0
5293,43818,43818,43216,2,970398107,9780970398110.0,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000.0,Anne Rice's The Tale of the Body Thief (Graphic Novel),Anne Rice's The Tale of the Body Thief (A Graphic Novel),eng,4.07,20511,20578,38,226,979,4432,6406,8535,https://images.gr-assets.com/books/1316019640m/43818.jpg,https://images.gr-assets.com/books/1316019640s/43818.jpg,0
5296,31176886,32940867,51814255,66,,,Stephenie Meyer,2016.0,The Chemist,The Chemist,eng,3.69,25188,31052,4631,1225,2743,8094,11223,7767,https://images.gr-assets.com/books/1468944057m/31176886.jpg,https://images.gr-assets.com/books/1468944057s/31176886.jpg,0
5313,21727,21727,593515,46,307279952,9780307279960.0,Scott B. Smith,1993.0,A Simple Plan,A Simple Plan,,3.91,18628,19650,986,478,1086,4239,7690,6157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5385,16059,16059,1617177,38,375727132,9780375727140.0,Ann Packer,2002.0,The Dive From Clausen's Pier,The Dive From Clausen's Pier,eng,3.41,18445,19639,1741,792,2376,7168,6543,2760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5450,20803962,20803962,25720207,19,,,"Penelope Douglas, Nelson Hobbs",2013.0,Until You,"Until You (Fall Away, #1.5)",,4.36,16757,30100,2107,231,616,3447,9658,16148,https://images.gr-assets.com/books/1392309696m/20803962.jpg,https://images.gr-assets.com/books/1392309696s/20803962.jpg,0
5466,18053782,18053782,25338951,19,,,Abbi Glines,2014.0,"Take a Chance (Chance, #1)","Take a Chance (Rosemary Beach, #7; Chance, #1)",eng,4.15,30690,32160,2417,368,1154,5212,11925,13501,https://images.gr-assets.com/books/1396889528m/18053782.jpg,https://images.gr-assets.com/books/1396889528s/18053782.jpg,0
5472,7187395,7187395,7730315,30,1439187312,9781439187320.0,Richard Paul Evans,2010.0,The Walk,"The Walk (The Walk, #1)",en-US,4.12,16224,17509,2280,275,706,2913,6277,7338,https://images.gr-assets.com/books/1263465492m/7187395.jpg,https://images.gr-assets.com/books/1263465492s/7187395.jpg,0
5530,16122163,16122163,21732137,6,62267728,9780062267730.0,Molly McAdams,2012.0,,"From Ashes (From Ashes, #1)",en-GB,4.13,11196,26167,1591,761,1238,3866,8237,12065,https://images.gr-assets.com/books/1361745082m/16122163.jpg,https://images.gr-assets.com/books/1361745082s/16122163.jpg,0
5533,793399,793399,779381,30,778324214,9780778324220.0,Rachel Vincent,2007.0,Stray,"Stray (Shifters, #1)",eng,3.79,29063,30462,1861,1370,2607,7014,9399,10072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5544,10677277,10677277,15586973,17,765329581,9780765329580.0,Kristen Simmons,2012.0,Article 5,"Article 5 (Article 5, #1)",en-US,3.78,23732,24996,2552,1007,2127,6014,8111,7737,https://images.gr-assets.com/books/1306520962m/10677277.jpg,https://images.gr-assets.com/books/1306520962s/10677277.jpg,0
5584,13345975,13345975,18562276,9,,9781476271420.0,K.A. Linde,2012.0,Avoiding Commitment,"Avoiding Commitment (Avoiding, #1)",eng,3.85,28253,29510,2452,1444,2174,5960,9706,10226,https://images.gr-assets.com/books/1343768792m/13345975.jpg,https://images.gr-assets.com/books/1343768792s/13345975.jpg,0
5597,16068780,16068780,21861160,34,62235796,9780062235790.0,Amy Ewing,2014.0,The Jewel,"The Jewel (The Lone City, #1)",eng,3.86,21247,25469,3473,713,1827,5852,8886,8191,https://images.gr-assets.com/books/1392220609m/16068780.jpg,https://images.gr-assets.com/books/1392220609s/16068780.jpg,0
5602,22540125,22540125,26217310,55,1476792496,9781476792490.0,Anna Todd,2013.0,After We Collided,"After We Collided (After, #2)",eng,3.73,16338,24827,1795,1619,2520,5459,6492,8737,https://images.gr-assets.com/books/1416788471m/22540125.jpg,https://images.gr-assets.com/books/1416788471s/22540125.jpg,0
5614,23492613,23492613,43082568,16,1476789258,9781476789260.0,Laura Dave,2015.0,Eight Hundred Grapes,Eight Hundred Grapes,,3.58,14135,17657,2043,373,1618,5989,6819,2858,https://images.gr-assets.com/books/1429742890m/23492613.jpg,https://images.gr-assets.com/books/1429742890s/23492613.jpg,0
5685,40289,40289,937985,15,99690608,9780099690600.0,"Orson Scott Card, James Cameron",1989.0,The Abyss,The Abyss,eng,4.06,16318,16492,106,137,495,3626,6248,5986,https://images.gr-assets.com/books/1225165505m/40289.jpg,https://images.gr-assets.com/books/1225165505s/40289.jpg,0
5701,769212,769212,318402,16,385423608,9780385423600.0,Willy Lindwer,1988.0,The Last Seven Months of Anne Frank,The Last Seven Months of Anne Frank,,4.34,15096,15375,129,284,333,1807,4417,8534,https://images.gr-assets.com/books/1320487142m/769212.jpg,https://images.gr-assets.com/books/1320487142s/769212.jpg,0
5745,120231,120231,115767,4,060961066X,9780609610660.0,"Ina Garten, Maura McEvoy",2002.0,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,eng,4.26,16134,16181,106,482,427,2018,4650,8604,https://images.gr-assets.com/books/1320438055m/120231.jpg,https://images.gr-assets.com/books/1320438055s/120231.jpg,0
5757,6905534,6905534,7129899,21,1606840592,9781606840600.0,Jennifer Lynn Barnes,2010.0,Raised by Wolves,"Raised by Wolves (Raised by Wolves, #1)",eng,3.94,24936,25615,1581,816,1764,5358,7845,9832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5759,6934395,6934395,6799527,56,61720852,9780061720860.0,L.J. Smith,2011.0,The Vampire Diaries: The Return: Midnight,"Midnight (The Vampire Diaries: The Return, #3)",en-US,3.78,20566,22767,800,1052,2302,5507,5569,8337,https://images.gr-assets.com/books/1277829186m/6934395.jpg,https://images.gr-assets.com/books/1277829186s/6934395.jpg,0
5789,10762697,10762697,15674065,10,1780481012,9781780481010.0,Robin Hobb,2011.0,,The Farseer Trilogy (Farseer Trilogy #1-3),eng,4.33,14303,15527,254,178,374,1840,4844,8291,https://images.gr-assets.com/books/1447493572m/10762697.jpg,https://images.gr-assets.com/books/1447493572s/10762697.jpg,0
5828,9293020,9293020,14175566,2,1848764561,9781848764570.0,R.D. Ronald,2010.0,,The Elephant Tree,eng,3.52,15421,15558,160,1670,1704,3788,3672,4724,https://images.gr-assets.com/books/1327248026m/9293020.jpg,https://images.gr-assets.com/books/1327248026s/9293020.jpg,0
5850,6357022,25495606,6543745,10,,,Cherise Sinclair,2009.0,"Club Shadowlands (Masters of the Shadowlands, #1)","Club Shadowlands (Masters of the Shadowlands, #1)",eng,3.99,22733,28000,1612,743,1625,5632,9278,10722,https://images.gr-assets.com/books/1328014540m/6357022.jpg,https://images.gr-assets.com/books/1328014540s/6357022.jpg,0
5867,478894,478894,467318,19,345453751,9780345453750.0,Terry Brooks,1979.0,The Sword of Shannara Trilogy,"The Sword of Shannara Trilogy (Shannara, #1-3)",,3.94,15172,17560,338,559,1137,3615,5791,6458,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5873,44644,44644,2170403,43,671792806,9780671792800.0,Stephen R. Covey,1991.0,Principle Centered Leadership,Principle-Centered Leadership,en-US,4.07,13079,13377,137,178,513,2699,4750,5237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5919,265205,265205,19119097,183,310919797,9780310919800.0,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992.0,,Life Application Study Bible: NIV,eng,4.67,13614,14774,270,239,207,670,1992,11666,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5948,3384,3384,81401,33,60987324,9780060987330.0,Douglas Coupland,1998.0,Girlfriend in a Coma,Girlfriend in a Coma,eng,3.61,14576,16315,733,480,1681,5070,5655,3429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
